originalNameUsageID,genus,taxonID,parentNameUsageID,acceptedNameUsageID,datasetID,taxonomicStatus,taxonRank,scientificName,specificEpithet,infraspecificEpithet,nameAccordingTo,namePublishedIn,nomenclaturalCode,nomenclaturalStatus,taxonRemarks,dcterms:references
,Spicata,131100,xHL,,,ACCEPTED,SPECIES,"Spicata nuditenacula (Prince, 1945)",nuditenacula,,,,ICZN,,,
,,xJE,x5G,,,ACCEPTED,GENUS,Mioctenopsylla,,,,,,,,
,Mioctenopsylla,127460,xJE,,,ACCEPTED,SPECIES,"Mioctenopsylla arctica Rothschild, 1922",arctica,,,,ICZN,,,
,Mioctenopsylla,127480,127460,,,ACCEPTED,INFRASPECIFIC_NAME,"Mioctenopsylla arctica hadweni (Ewing, 1927)",arctica,hadweni,,,ICZN,,,
,Mioctenopsylla,127470,127460,,,ACCEPTED,INFRASPECIFIC_NAME,"Mioctenopsylla arctica arctica Rothschild, 1922",arctica,arctica,,,ICZN,,,
,Mioctenopsylla,127490,xJE,,,ACCEPTED,SPECIES,"Mioctenopsylla traubi Holland & Jellison, 1952",traubi,,,,ICZN,,,
,Mioctenopsylla,127500,127490,,,ACCEPTED,INFRASPECIFIC_NAME,"Mioctenopsylla traubi traubi Holland & Jellison, 1952",traubi,traubi,,,ICZN,,,
,Mioctenopsylla,127510,127490,,,ACCEPTED,INFRASPECIFIC_NAME,"Mioctenopsylla traubi kurilensis Violovich, 1961",traubi,kurilensis,,,ICZN,,,
,,xJC,x5G,,,ACCEPTED,GENUS,Megathoracipsylla,,,,,,,,
,Megathoracipsylla,127440,xJC,,,ACCEPTED,SPECIES,"Megathoracipsylla pentagonia Liu Chiying, Liu Yongtai & Zhang Jun, 1980",pentagonia,,,,ICZN,,,
,,xJG,x5G,,,ACCEPTED,GENUS,Myoxopsylla,,,,,,,,
,Myoxopsylla,127550,xJG,,,ACCEPTED,SPECIES,"Myoxopsylla jordani Ioff & Argyropulo, 1934",jordani,,,,ICZN,,,
,Myoxopsylla,127570,xJG,,,ACCEPTED,SPECIES,"Myoxopsylla laverani (Rothschild, 1911)",laverani,,,,ICZN,,,
,Myoxopsylla,138690,127570,,,ACCEPTED,INFRASPECIFIC_NAME,"Myoxopsylla laverani traubi Lewis, 1966",laverani,traubi,,,ICZN,,,
,Myoxopsylla,127580,127570,,,ACCEPTED,INFRASPECIFIC_NAME,"Myoxopsylla laverani laverani (Rothschild, 1911)",laverani,laverani,,,ICZN,,,
,Myoxopsylla,127600,,127580,,AMBIGUOUS_SYNONYM,SUBSPECIES,"Myoxopsylla laverani traubi Lewis, 1966",laverani,traubi,,,ICZN,,,
,Myoxopsylla,127590,,127570,,SYNONYM,SPECIES,"Myoxopsylla copulabilis (Weiss, 1917)",copulabilis,,,,ICZN,,,
,Myoxopsylla,127540,xJG,,,ACCEPTED,SPECIES,"Myoxopsylla dryomydis Peus, 1977",dryomydis,,,,ICZN,,,
,,xJ6,x5G,,,ACCEPTED,GENUS,Malaraeus,,,,,,,,
,Malaraeus,126970,xJ6,,,ACCEPTED,SPECIES,"Malaraeus telchinus (Rothschild, 1905)",telchinus,,,,ICZN,,,
,Malaraeus,126950,xJ6,,,ACCEPTED,SPECIES,"Malaraeus eremicus (Baker, 1904)",eremicus,,,,ICZN,,,
,Malaraeus,126960,xJ6,,,ACCEPTED,SPECIES,"Malaraeus sinomus (Jordan, 1925)",sinomus,,,,ICZN,,,
,,xJA,x5G,,,ACCEPTED,GENUS,Megabothris,,,,,,,,
,Megabothris,127400,xJA,,,ACCEPTED,SPECIES,"Megabothris sokolovi (Gershkovich, 1953)",sokolovi,,,,ICZN,,,
,Megabothris,127410,,127400,,SYNONYM,SUBSPECIES,"Megabothris sokolovi nakamurai (Ono, 1955)",sokolovi,nakamurai,,,ICZN,,,
,Megabothris,127420,xJA,,,ACCEPTED,SPECIES,"Megabothris walkeri (Rothschild, 1902)",walkeri,,,,ICZN,,,
,Megabothris,127160,xJA,,,ACCEPTED,SPECIES,"Megabothris advenarius (Wagner, 1930)",advenarius,,,,ICZN,,,
,Megabothris,127190,127160,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris advenarius mantchuricus Dou Guilan & Ji Shuli, 1979",advenarius,mantchuricus,,,ICZN,,,
,Megabothris,127180,127160,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris advenarius advenarius (Wagner, 1930)",advenarius,advenarius,,,ICZN,,,
,Megabothris,127170,,127160,,SYNONYM,SUBSPECIES,"Megabothris advenarius bifallax (Ioff & Scalon, 1950)",advenarius,bifallax,,,ICZN,,,
,Megabothris,127140,xJA,,,ACCEPTED,SPECIES,"Megabothris quirini (Rothschild, 1905)",quirini,,,,ICZN,,,
,Megabothris,127230,xJA,,,ACCEPTED,SPECIES,"Megabothris turbidus (Rothschild, 1909)",turbidus,,,,ICZN,,,
,Megabothris,127200,xJA,,,ACCEPTED,SPECIES,"Megabothris rectangulatus (Wahlgren, 1903)",rectangulatus,,,,ICZN,,,
,Megabothris,127210,,127200,,SYNONYM,SPECIES,"Megabothris baikalensis (Ioff, 1928)",baikalensis,,,,ICZN,,,
,Megabothris,127220,,127200,,SYNONYM,SPECIES,"Megabothris microti (Nordberg, 1935)",microti,,,,ICZN,,,
,Megabothris,127050,xJA,,,ACCEPTED,SPECIES,"Megabothris clantoni Hubbard, 1949",clantoni,,,,ICZN,,,
,Megabothris,138770,127050,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris clantoni princei Hubbard, 1949",clantoni,princei,,,ICZN,,,
,Megabothris,138760,127050,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris clantoni johnsoni Hubbard, 1949",clantoni,johnsoni,,,ICZN,,,
,Megabothris,127070,127050,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris clantoni clantoni Hubbard, 1949",clantoni,clantoni,,,ICZN,,,
,Megabothris,127090,,127070,,AMBIGUOUS_SYNONYM,SUBSPECIES,"Megabothris clantoni princei Hubbard, 1949",clantoni,princei,,,ICZN,,,
,Megabothris,127080,,127070,,AMBIGUOUS_SYNONYM,SUBSPECIES,"Megabothris clantoni johnsoni Hubbard, 1949",clantoni,johnsoni,,,ICZN,,,
,Megabothris,127060,,127050,,SYNONYM,SPECIES,"Megabothris obscurus Holland, 1949",obscurus,,,,ICZN,,,
,Megabothris,127030,xJA,,,ACCEPTED,SPECIES,"Megabothris abantis (Rothschild, 1905)",abantis,,,,ICZN,,,
,Megabothris,127040,,127030,,SYNONYM,SPECIES,"Megabothris adversus Wagner, 1936",adversus,,,,ICZN,,,
,Megabothris,127130,xJA,,,ACCEPTED,SPECIES,"Megabothris lucifer (Rothschild, 1905)",lucifer,,,,ICZN,,,
,Megabothris,127110,xJA,,,ACCEPTED,SPECIES,"Megabothris groenlandicus (Wahlgren, 1903)",groenlandicus,,,,ICZN,,,
,Megabothris,127120,,127110,,SYNONYM,SPECIES,"Megabothris immitis (Jordan, 1929)",immitis,,,,ICZN,,,
,Megabothris,127370,xJA,,,ACCEPTED,SPECIES,"Megabothris bispinosa (Sychevsky, 1960)",bispinosa,,,,ICZN,,,
,Megabothris,127360,xJA,,,ACCEPTED,SPECIES,"Megabothris beljaevi (Emelyanova, 1966)",beljaevi,,,,ICZN,,,
,Megabothris,127390,xJA,,,ACCEPTED,SPECIES,"Megabothris sinensis Dou Guilan & Ji Shuli, 1979",sinensis,,,,ICZN,,,
,Megabothris,127380,xJA,,,ACCEPTED,SPECIES,"Megabothris calcarifer (Wagner, 1913)",calcarifer,,,,ICZN,,,
,Megabothris,127260,xJA,,,ACCEPTED,SPECIES,"Megabothris rhipisoides Li Kueichen & Wang Dwenching, 1964",rhipisoides,,,,ICZN,,,
,Megabothris,127270,,127260,,SYNONYM,SPECIES,"Megabothris fusca (Lewis, 1971)",fusca,,,,ICZN,,,
,Megabothris,127280,,127260,,SYNONYM,SPECIES,"Megabothris kubotai Uchikawa, 1975",kubotai,,,,ICZN,,,
,Megabothris,127250,xJA,,,ACCEPTED,SPECIES,"Megabothris atrox (Jordan, 1925)",atrox,,,,ICZN,,,
,Megabothris,127310,xJA,,,ACCEPTED,SPECIES,"Megabothris asio (Baker, 1904)",asio,,,,ICZN,,,
,Megabothris,127340,127310,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris asio megacolpus (Jordan, 1929)",asio,megacolpus,,,ICZN,,,
,Megabothris,127350,,127340,,SYNONYM,SUBSPECIES,"Megabothris asio orectus Jordan, 1938",asio,orectus,,,ICZN,,,
,Megabothris,127330,127310,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris asio gregsoni (Holland, 1950)",asio,gregsoni,,,ICZN,,,
,Megabothris,127320,127310,,,ACCEPTED,INFRASPECIFIC_NAME,"Megabothris asio asio (Baker, 1904)",asio,asio,,,ICZN,,,
,Megabothris,127300,xJA,,,ACCEPTED,SPECIES,"Megabothris acerbus (Jordan, 1925)",acerbus,,,,ICZN,,,
,,xJ8,x5G,,,ACCEPTED,GENUS,Margopsylla,,,,,,,,
,Margopsylla,126990,xJ8,,,ACCEPTED,SPECIES,"Margopsylla tolli Wagner, 1901",tolli,,,,ICZN,,,
,Margopsylla,127000,,126990,,SYNONYM,SPECIES,"Margopsylla anadyrus (Jordan, 1937)",anadyrus,,,,ICZN,,,
,,xJ4,x5G,,,ACCEPTED,GENUS,Libyastus,,,,,,,,
,Libyastus,126380,xJ4,,,ACCEPTED,SPECIES,"Libyastus schoutedeni Berteaux, 1947",schoutedeni,,,,ICZN,,,
,Libyastus,126390,xJ4,,,ACCEPTED,SPECIES,"Libyastus selindae De Meillon, 1940",selindae,,,,ICZN,,,
,Libyastus,126400,xJ4,,,ACCEPTED,SPECIES,"Libyastus smiti Johnson, 1957",smiti,,,,ICZN,,,
,Libyastus,126410,xJ4,,,ACCEPTED,SPECIES,"Libyastus stratiotes (Rothschild, 1905)",stratiotes,,,,ICZN,,,
,Libyastus,126420,xJ4,,,ACCEPTED,SPECIES,"Libyastus vates Jordan, 1936",vates,,,,ICZN,,,
,Libyastus,126430,xJ4,,,ACCEPTED,SPECIES,"Libyastus wilsoni Hubbard, 1963",wilsoni,,,,ICZN,,,
,Libyastus,126290,xJ4,,,ACCEPTED,SPECIES,"Libyastus cognatus Smit, 1958",cognatus,,,,ICZN,,,
,Libyastus,126310,xJ4,,,ACCEPTED,SPECIES,"Libyastus dubosti Beaucournu, 1967",dubosti,,,,ICZN,,,
,Libyastus,126300,xJ4,,,ACCEPTED,SPECIES,"Libyastus consobrinus (Jordan, 1925)",consobrinus,,,,ICZN,,,
,Libyastus,126330,xJ4,,,ACCEPTED,SPECIES,"Libyastus hopkinsi Jordan, 1943",hopkinsi,,,,ICZN,,,
,Libyastus,126320,xJ4,,,ACCEPTED,SPECIES,"Libyastus duratus (Jordan, 1931)",duratus,,,,ICZN,,,
,Libyastus,126350,xJ4,,,ACCEPTED,SPECIES,"Libyastus notablis (Jordan, 1925)",notablis,,,,ICZN,,,
,Libyastus,126340,xJ4,,,ACCEPTED,SPECIES,"Libyastus infestus (Rothschild, 1908)",infestus,,,,ICZN,,,
,Libyastus,126370,xJ4,,,ACCEPTED,SPECIES,"Libyastus proximus Smit, 1958",proximus,,,,ICZN,,,
,Libyastus,126360,xJ4,,,ACCEPTED,SPECIES,"Libyastus piger (Jordan, 1925)",piger,,,,ICZN,,,
,,x7Y,x5G,,,ACCEPTED,GENUS,Jellisonia,,,,,,,,
,Jellisonia,126040,x7Y,,,ACCEPTED,SPECIES,"Jellisonia mexicana Ponce, 1989",mexicana,,,,ICZN,,,
,Jellisonia,126050,x7Y,,,ACCEPTED,SPECIES,"Jellisonia wisemani Eads, 1951",wisemani,,,,ICZN,,,
,Jellisonia,126020,x7Y,,,ACCEPTED,SPECIES,"Jellisonia johnsonae Tipton & Mendez, 1961",johnsonae,,,,ICZN,,,
,Jellisonia,126030,x7Y,,,ACCEPTED,SPECIES,"Jellisonia klotsi Traub, 1944",klotsi,,,,ICZN,,,
,Jellisonia,125980,x7Y,,,ACCEPTED,SPECIES,"Jellisonia hayesi Traub, 1950",hayesi,,,,ICZN,,,
,Jellisonia,125990,125980,,,ACCEPTED,INFRASPECIFIC_NAME,"Jellisonia hayesi hayesi Traub, 1950",hayesi,hayesi,,,ICZN,,,
,Jellisonia,126000,125980,,,ACCEPTED,INFRASPECIFIC_NAME,"Jellisonia hayesi breviloba Traub, 1950",hayesi,breviloba,,,ICZN,,,
,Jellisonia,126010,x7Y,,,ACCEPTED,SPECIES,"Jellisonia ironsi (Eads, 1947)",ironsi,,,,ICZN,,,
,Jellisonia,125960,x7Y,,,ACCEPTED,SPECIES,"Jellisonia grayi Hubbard, 1958",grayi,,,,ICZN,,,
,Jellisonia,125970,x7Y,,,ACCEPTED,SPECIES,"Jellisonia guerrerensis Morales, 1990",guerrerensis,,,,ICZN,,,
,Jellisonia,125940,x7Y,,,ACCEPTED,SPECIES,"Jellisonia bullisi (Augustson, 1944)",bullisi,,,,ICZN,,,
,Jellisonia,125950,x7Y,,,ACCEPTED,SPECIES,"Jellisonia dybasi Traub, 1950",dybasi,,,,ICZN,,,
,Jellisonia,125930,x7Y,,,ACCEPTED,SPECIES,"Jellisonia bonia Traub & Johnson, 1952",bonia,,,,ICZN,,,
,Jellisonia,125920,x7Y,,,ACCEPTED,SPECIES,"Jellisonia amadoi Ponce-Ulloa, 1989",amadoi,,,,ICZN,,,
,Jellisonia,138490,x7Y,,,ACCEPTED,SPECIES,"Jellisonia painteri Hastriter & Eckerlin, 2003",painteri,,,,ICZN,,,
,,x6G,x5G,,,ACCEPTED,GENUS,Ceratophyllus,,,,,,,,
,Ceratophyllus,124000,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus hirundinis (Curtis, 1826)",hirundinis,,,,ICZN,,,
,Ceratophyllus,124040,,124000,,SYNONYM,SUBSPECIES,"Ceratophyllus hirundinis oiticus Peus, 1954",hirundinis,oiticus,,,ICZN,,,
,Ceratopsyllus,124020,,124000,,SYNONYM,SPECIES,"Ceratopsyllus pinnatus Wagner, 1898",pinnatus,,,,ICZN,,,
,Ceratopsyllus,124030,,124000,,SYNONYM,SPECIES,"Ceratopsyllus troglodytes Dampf, 1908",troglodytes,,,,ICZN,,,
,Ceratopsyllus,124010,,124000,,SYNONYM,SPECIES,"Ceratopsyllus phaulius Rothschild, 1909",phaulius,,,,ICZN,,,
,Ceratophyllus,123990,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus gilvus Jordan & Rothschild, 1922",gilvus,,,,ICZN,,,
,Ceratophyllus,123900,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus gallinae (Schrank, 1803)",gallinae,,,,ICZN,,,
,Ceratopsyllus,123910,,123900,,SYNONYM,SPECIES,"Ceratopsyllus aenas Dale, 1878",aenas,,,,ICZN,,,
,Ceratopsyllus,123920,,123900,,SYNONYM,SPECIES,"Ceratopsyllus avium (Taschenberg, 1880)",avium,,,,ICZN,,,
,Ceratopsyllus,123940,,123900,,SYNONYM,SPECIES,"Ceratopsyllus glaphyrus Dampf, 1908",glaphyrus,,,,ICZN,,,
,Ceratopsyllus,123960,,123900,,SYNONYM,SPECIES,"Ceratopsyllus pratensis Dale, 1878",pratensis,,,,ICZN,,,
,Ceratopsyllus,123930,,123900,,SYNONYM,SPECIES,"Ceratopsyllus gibsoni Fox, 1914",gibsoni,,,,ICZN,,,
,Ceratopsyllus,123950,,123900,,SYNONYM,SPECIES,"Ceratopsyllus monedulae Dale, 1878",monedulae,,,,ICZN,,,
,Ceratopsyllus,123980,,123900,,SYNONYM,SPECIES,"Ceratopsyllus turdi Dale, 1878",turdi,,,,ICZN,,,
,Ceratopsyllus,123970,,123900,,SYNONYM,SPECIES,"Ceratopsyllus spini Dale, 1878",spini,,,,ICZN,,,
,Ceratophyllus,123890,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus fringillae (Walker, 1856)",fringillae,,,,ICZN,,,
,Ceratophyllus,123550,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus ciliatus Baker, 1904",ciliatus,,,,ICZN,,,
,Ceratophyllus,123590,123550,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus ciliatus mononis Jordan, 1929",ciliatus,mononis,,,ICZN,,,
,Ceratophyllus,123600,123550,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus ciliatus protinus Jordan, 1929",ciliatus,protinus,,,ICZN,,,
,Ceratophyllus,123570,123550,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus ciliatus kincaidi (Hubbard, 1947)",ciliatus,kincaidi,,,ICZN,,,
,Ceratophyllus,123580,,123570,,SYNONYM,SUBSPECIES,"Ceratophyllus ciliatus fasteni (Hubbard, 1954)",ciliatus,fasteni,,,ICZN,,,
,Ceratophyllus,123560,123550,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus ciliatus ciliatus Baker, 1904",ciliatus,ciliatus,,,ICZN,,,
,Ceratophyllus,123620,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus adustus Jordan, 1932",adustus,,,,ICZN,,,
,Ceratophyllus,123630,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus zhovtyi Emel'yanova & Goncharov, 1966",zhovtyi,,,,ICZN,,,
,Ceratophyllus,123660,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus affinis Nordberg, 1935",affinis,,,,ICZN,,,
,Ceratophyllus,123680,123660,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus affinis neglectus Smit, 1958",affinis,neglectus,,,ICZN,,,
,Ceratophyllus,123670,123660,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus affinis affinis Nordberg, 1935",affinis,affinis,,,ICZN,,,
,Ceratophyllus,138680,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus breviprojectus Liu, Wu & Wu, 1966",breviprojectus,,,,ICZN,,,
,Ceratophyllus,138730,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus avicitelli Ioff, 1946",avicitelli,,,,ICZN,,,
,Ceratophyllus,138830,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus wui Wang & Liu, 1996",wui,,,,ICZN,,,
,Ceratophyllus,124120,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus olsufjevi Scalon & Violovich, 1961",olsufjevi,,,,ICZN,,,
,Ceratopsyllus,124130,,124120,,SYNONYM,SPECIES,"Ceratopsyllus breviprojectus Liu, Wu & Wu, 1966",breviprojectus,,,,ICZN,,,
,Ceratophyllus,124090,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus nanshanensis Tsai Liyuen, Pan Fenchun & Liu Chuan, 1980",nanshanensis,,,,ICZN,,,
,Ceratophyllus,124080,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus maculatus Wagner, 1927",maculatus,,,,ICZN,,,
,Ceratopsyllus,124650,,124630,,SYNONYM,SPECIES,"Ceratopsyllus oligochaetus Wagner, 1903",oligochaetus,,,,ICZN,,,
,Ceratophyllus,124070,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus lari Holland, 1951",lari,,,,ICZN,,,
,Ceratophyllus,124050,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus idius Jordan & Rothschild, 1922",idius,,,,ICZN,,,
,Ceratopsyllus,124060,,124050,,SYNONYM,SPECIES,"Ceratopsyllus sternacuminatus Brown, 1968",sternacuminatus,,,,ICZN,,,
,Ceratophyllus,124190,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus pullatus Jordan & Rothschild, 1920",pullatus,,,,ICZN,,,
,Ceratophyllus,124200,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus qinghaiensis Zhang Guangdeng & Ma Liming, 1985",qinghaiensis,,,,ICZN,,,
,Ceratophyllus,124170,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus phrillinae Smit, 1976",phrillinae,,,,ICZN,,,
,Ceratophyllus,124180,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus picatilis Cai Liyun & Wu Wenzhen, 1988",picatilis,,,,ICZN,,,
,Ceratophyllus,124160,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus petrochelidoni Wagner, 1936",petrochelidoni,,,,ICZN,,,
,Ceratophyllus,124150,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus pelecani Augustson, 1942",pelecani,,,,ICZN,,,
,Ceratophyllus,124100,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus niger C.Fox, 1908",niger,,,,ICZN,,,
,Ceratophyllus,124110,,124100,,SYNONYM,SUBSPECIES,"Ceratophyllus niger inflexus Jordan, 1929",niger,inflexus,,,ICZN,,,
,Ceratophyllus,124140,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus orites Jordan, 1937",orites,,,,ICZN,,,
,Ceratophyllus,124330,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus styx Rothschild, 1900",styx,,,,ICZN,,,
,Ceratophyllus,124390,124330,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus styx riparius Jordan & Rothschild, 1920",styx,riparius,,,ICZN,,,
,Ceratophyllus,124340,124330,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus styx styx Rothschild, 1900",styx,styx,,,ICZN,,,
,Ceratophyllus,124370,124330,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus styx freyi Nordberg, 1935",styx,freyi,,,ICZN,,,
,Ceratophyllus,124380,124330,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus styx jordani Smit, 1955",styx,jordani,,,ICZN,,,
,Ceratophyllus,124360,124330,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus styx concinnus Scalon, 1977",styx,concinnus,,,ICZN,,,
,Ceratopsyllus,124350,,124330,,SYNONYM,SPECIES,"Ceratopsyllus flaveolus Rothschild, 1909",flaveolus,,,,ICZN,,,
,Ceratophyllus,124400,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus titicacensis Smit, 1978",titicacensis,,,,ICZN,,,
,Ceratophyllus,124310,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus sinicus Jordan, 1932",sinicus,,,,ICZN,,,
,Ceratopsyllus,124320,,124310,,SYNONYM,SPECIES,"Ceratopsyllus avicitelli Ioff, 1946",avicitelli,,,,ICZN,,,
,Ceratophyllus,124300,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus scopulorum Holland, 1952",scopulorum,,,,ICZN,,,
,Ceratophyllus,124270,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus rusticus Wagner, 1903",rusticus,,,,ICZN,,,
,Ceratopsyllus,124280,,124270,,SYNONYM,SPECIES,"Ceratopsyllus dalei Rothschild, 1903",dalei,,,,ICZN,,,
,Ceratophyllus,124290,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus sclerapicalis Tsai Liyuen, Wu Wenching & Liu Chiying, 1974",sclerapicalis,,,,ICZN,,,
,Ceratophyllus,124220,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus rossittensis Dampf, 1913",rossittensis,,,,ICZN,,,
,Ceratophyllus,124250,124220,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus rossittensis rossittensis Dampf, 1913",rossittensis,rossittensis,,,ICZN,,,
,Ceratophyllus,124260,124220,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus rossittensis swansoni Liu Chiying, 1935",rossittensis,swansoni,,,ICZN,,,
,Ceratophyllus,124240,,124220,,SYNONYM,SUBSPECIES,"Ceratophyllus rossittensis monasteriensis Peus, 1941",rossittensis,monasteriensis,,,ICZN,,,
,Ceratopsyllus,124230,,124220,,SYNONYM,SPECIES,"Ceratopsyllus corvinus Peus, 1941",corvinus,,,,ICZN,,,
,Ceratophyllus,124210,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus rauschi Holland, 1960",rauschi,,,,ICZN,,,
,Ceratophyllus,124590,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus diffinis Jordan, 1925",diffinis,,,,ICZN,,,
,Ceratopsyllus,124600,,124590,,SYNONYM,SPECIES,"Ceratopsyllus rileyi Liu, 1935",rileyi,,,,ICZN,,,
,Ceratophyllus,124560,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus columbae (Gervais, 1844)",columbae,,,,ICZN,,,
,Ceratopsyllus,124580,,124560,,SYNONYM,SPECIES,"Ceratopsyllus columbinus (Megnin, 1880)",columbinus,,,,ICZN,,,
,Ceratophyllus,124620,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus frigoris Darskaya, 1950",frigoris,,,,ICZN,,,
,Ceratophyllus,124610,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus fionnus Usher, 1968",fionnus,,,,ICZN,,,
,Ceratophyllus,124450,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus vagabundus (Boheman, 1866)",vagabundus,,,,ICZN,,,
,Ceratophyllus,124490,124450,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus vagabundus vagabundus (Boheman, 1866)",vagabundus,vagabundus,,,ICZN,,,
,Ceratophyllus,124510,124450,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus vagabundus insularis Rothschild, 1906",vagabundus,insularis,,,ICZN,,,
,Ceratophyllus,124500,124450,,,ACCEPTED,INFRASPECIFIC_NAME,"Ceratophyllus vagabundus alpestris Jordan, 1926",vagabundus,alpestris,,,ICZN,,,
,Ceratophyllus,124480,,124450,,SYNONYM,SUBSPECIES,"Ceratophyllus vagabundus orientalis Wagner, 1930",vagabundus,orientalis,,,ICZN,,,
,Ceratopsyllus,124460,,124450,,SYNONYM,SPECIES,"Ceratopsyllus digitalis Waghlgren, 1903",digitalis,,,,ICZN,,,
,Ceratopsyllus,124520,,124450,,SYNONYM,SPECIES,"Ceratopsyllus dimi Mikulin, 1958",dimi,,,,ICZN,,,
,Ceratopsyllus,124470,,124450,,SYNONYM,SPECIES,"Ceratopsyllus monedulae Wahlgren, 1907",monedulae,,,,ICZN,,,
,Ceratophyllus,124410,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus tribulis Jordan, 1926",tribulis,,,,ICZN,,,
,Ceratophyllus,124440,,124410,,SYNONYM,SUBSPECIES,"Ceratophyllus tribulis kievensis Wagner, 1930",tribulis,kievensis,,,ICZN,,,
,Ceratophyllus,124430,,124410,,SYNONYM,SUBSPECIES,"Ceratophyllus tribulis dilatus Dudolkina, 1946",tribulis,dilatus,,,ICZN,,,
,Ceratopsyllus,124420,,124410,,SYNONYM,SPECIES,"Ceratopsyllus passerinus Li, 1952",passerinus,,,,ICZN,,,
,Ceratophyllus,124550,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus chasteli Beaucournu, Monnat & Launay, 1982",chasteli,,,,ICZN,,,
,Ceratophyllus,124540,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus borealis Rothschild, 1907",borealis,,,,ICZN,,,
,Ceratophyllus,124730,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus liae Wu Wenzhen & Li Chao, 1990",liae,,,,ICZN,,,
,Ceratophyllus,124710,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus hagoromo Jameson & Sakaguti, 1959",hagoromo,,,,ICZN,,,
,Ceratophyllus,124630,x6G,,,ACCEPTED,SPECIES,"Ceratophyllus garei Rothschild, 1902",garei,,,,ICZN,,,
,Ceratopsyllus,124640,,124630,,SYNONYM,SPECIES,"Ceratopsyllus angulatus Wahlgren, 1903",angulatus,,,,ICZN,,,
,Ceratopsyllus,124670,,124630,,SYNONYM,SPECIES,"Ceratopsyllus quebecensis Fox, 1940",quebecensis,,,,ICZN,,,
,Ceratopsyllus,124660,,124630,,SYNONYM,SPECIES,"Ceratopsyllus palmeni Nordberg, 1935",palmeni,,,,ICZN,,,
